"continent","country","year","dollar_price","local_price","gdp"
"Asia","Taiwan",2008,2.47015232606011,75,NA
"Asia","Taiwan",2009,2.2607044355021,75,NA
"Asia","Taiwan",2010,2.3456955214951,75,NA
"Asia","Taiwan",2011,2.60109592841784,75,21208.372422123
"Asia","Taiwan",2012,2.49276165740462,75,20809.8394433148
"Asia","Taiwan",2013,2.58651728488605,77,22081.2365246692
"Asia","Taiwan",2014,2.62709541554426,79,21838.6626784275
"Asia","Taiwan",2015,2.52761899357124,79,23008.8086270741
"Asia","Taiwan",2016,2.11532044815093,69,23311.408170969
"Asia","Taiwan",2017,2.21331782403854,69,22752.4739855849
"Asia","Taiwan",2018,2.3032901316955,69,23637.6202471307
"Asia","Taiwan",2019,2.27490336413402,70.5,24065.2888868396
"Asia","Taiwan",2020,2.426778979096,72,24351.9856413727
"Asia","Thailand",2000,1.44736842105263,55,2007.73517506683
"Asia","Thailand",2001,1.20879120879121,55,1893.26405987891
"Asia","Thailand",2002,1.270207852194,55,2096.18799866778
"Asia","Thailand",2003,1.38173302107728,59,2359.11686709087
"Asia","Thailand",2004,1.44607843137255,59,2660.1269982933
"Asia","Thailand",2005,1.48038490007402,60,2894.06265596401
"Asia","Thailand",2006,1.53495760440227,60,3369.54340286988
"Asia","Thailand",2007,1.77791124688235,62,3973.01699148237
"Asia","Thailand",2008,1.85851318944844,62,4379.65852387961
"Asia","Thailand",2009,1.88760427337919,64.49,4213.00633872183
"Asia","Thailand",2010,2.13970851376089,70,5076.34017438708
"Asia","Thailand",2011,2.35294117647059,70,5492.12125590558
"Asia","Thailand",2012,2.52172185101468,80,5860.58250725599
"Asia","Thailand",2013,2.88480088051891,88,6168.26298501219
"Asia","Thailand",2014,3.01765943140459,97.5,5951.88370233604
"Asia","Thailand",2015,3.10233047534166,103.5,5840.04652294326
"Asia","Thailand",2016,3.24780882483809,115.5,5994.23147547156
"Asia","Thailand",2017,3.42074021052807,119,6592.91490169864
"Asia","Thailand",2018,3.65607438891885,119,7295.47561612095
"Asia","Thailand",2019,3.78903419391463,119,7806.74221105532
"Asia","Thailand",2020,3.93829068793549,121.5,6308.68997651769
"Asia","Turkey",2002,3.02000755001888,4,3687.89027802495
"Asia","Turkey",2003,2.34301780693533,3.75,4760.14894922884
"Asia","Turkey",2004,2.58001306335728,3.95,6101.47160805958
"Asia","Turkey",2005,2.9218407596786,4,7456.3877151334
"Asia","Turkey",2006,2.8961665282709,4.15,8102.1214888943
"Asia","Turkey",2007,3.44335840865485,4.65,9791.65157352724
"Asia","Turkey",2008,4.31775309159505,5.15,10940.9912499593
"Asia","Turkey",2009,3.64504370826748,5.65,9103.70987859135
"Asia","Turkey",2010,3.86117319720964,5.8,10742.4300726761
"Asia","Turkey",2011,3.77281829526656,6.5,11420.7732646112
"Asia","Turkey",2012,4.02930735309596,7.425,11795.316711752
"Asia","Turkey",2013,4.55988469169207,8.475,12614.4802575975
"Asia","Turkey",2014,4.09083804815562,8.875,12157.3379609015
"Asia","Turkey",2015,3.91914924688541,9.75,11006.2497363978
"Asia","Turkey",2016,3.46920407922495,10.5,10895.3186924719
"Asia","Turkey",2017,2.87733115481954,10.75,10591.4743712025
"Asia","Turkey",2018,2.55560482172364,10.75,9455.59365384828
"Asia","Turkey",2019,2.22091430701628,12.37,9126.56134585014
"Asia","Turkey",2020,2.12429850115034,13.49,8319.80173593794
"Europe","UK",2000,3.00200000192128,1.9,NA
"Europe","UK",2001,2.84570000122365,1.99,NA
"Europe","UK",2002,2.8855000017313,1.99,NA
"Europe","UK",2003,3.14420000201229,1.99,NA
"Europe","UK",2004,3.36519999925966,1.88,NA
"Europe","UK",2005,3.44040000271792,1.88,NA
"Europe","UK",2006,3.48205400010774,1.91,NA
"Europe","UK",2007,3.92044725154797,1.965,NA
"Europe","UK",2008,4.57049650263512,2.29,NA
"Europe","UK",2009,3.68827400060635,2.29,NA
"Europe","UK",2010,3.57743799998199,2.29,NA
"Europe","UK",2011,3.89163699974627,2.39,39356.9564412412
"Europe","UK",2012,3.99288325103602,2.59,38958.423462433
"Europe","UK",2013,4.13412649869623,2.69,41325.6061160415
"Europe","UK",2014,4.77596724803605,2.84,41023.551326667
"Europe","UK",2015,4.44034050017305,2.89,44331.5920744406
"Europe","UK",2016,4.08103925045555,2.94,46232.1339799153
"Europe","UK",2017,3.91991275180642,3.14,44827.3376571464
"Europe","UK",2018,4.32229049937776,3.19,40443.4715411911
"Europe","UK",2019,4.087153,3.24,40040.4600105505
"Europe","UK",2020,4.3437765,3.39,42408.0660124107
"Europe","Ukraine",2004,1.35984244584076,7.25,1366.01647647823
"Europe","Ukraine",2005,1.43280632411067,7.25,1826.93139114817
"Europe","Ukraine",2006,1.68316831683168,8.5,2300.76970925872
"Europe","Ukraine",2007,1.81102943710582,9.125,3065.61129390842
"Europe","Ukraine",2008,2.39130434782609,11,3887.24233680525
"Europe","Ukraine",2009,1.82767624020888,14,2542.99542417522
"Europe","Ukraine",2010,1.83167582107924,14.25,2965.13971520617
"Europe","Ukraine",2011,2.06404803602702,16.5,3569.75812083898
"Europe","Ukraine",2012,1.98473460743659,16,3855.41772856732
"Europe","Ukraine",2013,2.33143243806457,19,4029.71125162545
"Europe","Ukraine",2014,1.94679497815386,19,3104.64320609541
"Europe","Ukraine",2015,1.37491725284335,26.5,2124.6623187838
"Europe","Ukraine",2016,1.55716826690613,37.5,2187.73050991433
"Europe","Ukraine",2017,1.61999583377625,43,2640.67567655839
"Europe","Ukraine",2018,1.77262249676007,48.5,3096.81740221352
"Europe","Ukraine",2019,2.08244243867992,55.5,3659.03131229487
"Europe","Ukraine",2020,2.2753521671012,58,NA
"Asia","United Arab Emirates",2005,2.45064669843431,9,39365.4339019123
"Asia","United Arab Emirates",2006,2.45057997059304,9,41907.405655968
"Asia","United Arab Emirates",2007,2.72277396526655,10,41809.516382842
"Asia","United Arab Emirates",2008,2.72268129654083,10,44498.9342301633
"Asia","United Arab Emirates",2009,2.72257010618023,10,32024.1816031187
"Asia","United Arab Emirates",2010,2.99488827149659,11,33893.303514039
"Asia","United Arab Emirates",2011,3.2670396536938,12,39194.6766208456
"Asia","United Arab Emirates",2012,3.26710636488294,12,40976.4997112455
"Asia","United Arab Emirates",2013,3.26706189055504,12,42412.6302780364
"Asia","United Arab Emirates",2014,3.40318854279228,12.5,43751.8388860721
"Asia","United Arab Emirates",2015,3.53934113869018,13,38663.3838066363
"Asia","United Arab Emirates",2016,3.53924477961395,13,38141.8467585492
"Asia","United Arab Emirates",2017,3.67546964334332,13.5,40644.804043392
"Asia","United Arab Emirates",2018,3.81152032175684,14,43839.3563491413
"Asia","United Arab Emirates",2019,3.91353470454515,14.375,43103.3230583165
"Asia","United Arab Emirates",2020,4.01573624397516,14.75,NA
"Americas","Uruguay",2004,1.00218597612241,29.8,4120.5566108595
"Americas","Uruguay",2005,1.82383419689119,44,5226.93780602568
"Americas","Uruguay",2006,1.76718913270637,42.28,5887.84870298482
"Americas","Uruguay",2007,2.44405882254112,58.5,7026.51149089808
"Americas","Uruguay",2008,3.18537859007833,61,9091.07903890419
"Americas","Uruguay",2009,2.63271471730686,61,9451.93244915707
"Americas","Uruguay",2010,3.53366933463152,78,11992.0166266335
"Americas","Uruguay",2011,4.87804878048781,90,14236.6811883717
"Americas","Uruguay",2012,4.57699916425995,94.5,15171.5846627498
"Americas","Uruguay",2013,5.21295079095973,105,16973.6742131099
"Americas","Uruguay",2014,4.91529603220209,109,16831.9729445436
"Americas","Uruguay",2015,4.37939494457735,113,15613.7642726566
"Americas","Uruguay",2016,3.91057729777923,118,15387.14403013
"Americas","Uruguay",2017,4.44021891304799,127.5,17322.1473894404
"Americas","Uruguay",2018,4.68497266214579,140,17277.9701105496
"Americas","Uruguay",2019,4.48474933904155,152,16190.126957465
"Americas","Uruguay",2020,4.5545199544121,184,NA
"Americas","US",2000,2.51,2.51,NA
"Americas","US",2001,2.54,2.54,NA
"Americas","US",2002,2.49,2.49,NA
"Americas","US",2003,2.71,2.71,NA
"Americas","US",2004,2.9,2.9,NA
"Americas","US",2005,3.06,3.06,NA
"Americas","US",2006,3.125,3.125,NA
"Americas","US",2007,3.315,3.315,NA
"Americas","US",2008,3.57,3.57,NA
"Americas","US",2009,3.57,3.57,NA
"Americas","US",2010,3.6566666665,3.6566666665,NA
"Americas","US",2011,4.065,4.065,50828.2421416254
"Americas","US",2012,4.26236,4.26236,50429.7091628172
"Americas","US",2013,4.46203125,4.46203125,51104.1667135078
"Americas","US",2014,4.7095833335,4.7095833335,52442.7595406011
"Americas","US",2015,4.79,4.79,55928.7457863322
"Americas","US",2016,4.985,4.985,56854.4117160396
"Americas","US",2017,5.18,5.18,57193.3359784905
"Americas","US",2018,5.395,5.395,59619.6861742204
"Americas","US",2019,5.66,5.66,60545.804737192
"Americas","US",2020,5.69,5.69,63256.0150733936
